INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT
Immokalee Technical College,Immokalee,FL,26.426526,-81.425148,NULL,NULL,NULL,NULL
American Academy of Cosmetology,Orange Park,FL,30.123757,-81.798803,NULL,NULL,NULL,NULL
University of Fort Lauderdale,Lauderhill,FL,26.147098,-80.204938,NULL,NULL,7410,7410
Aviation Institute of Maintenance-Orlando,Casselberry,FL,28.680653,-81.334196,NULL,NULL,16757,16757
Summit Salon Academy,Tampa,FL,28.051825,-82.525411,NULL,NULL,NULL,NULL
Summit Salon Academy-Gainesville,Gainesville,FL,29.654808,-82.416921,NULL,NULL,NULL,NULL
Tenaj Salon Institute,The Villages,FL,28.929944,-82.028094,NULL,NULL,NULL,NULL
Profile Institute of Barber-Styling,Atlanta,GA,33.681424,-84.388057,NULL,NULL,NULL,NULL
Keune Academy by 124,Lawrenceville,GA,33.96488,-84.02253,NULL,NULL,NULL,NULL
Pacific Rim Christian University,Honolulu,HI,21.328198,-157.888379,0.7,NULL,10460,10460
Urban 113 School of Cosmetology,TWIN FALLS,ID,42.555761,-114.469533,NULL,NULL,NULL,NULL
Ambria College of Nursing,Hoffman Estates,IL,42.075628,-88.2109,NULL,NULL,NULL,NULL
Midwestern Career College,Chicago,IL,41.88053,-87.63739,NULL,NULL,NULL,NULL
Paul Mitchell the School-Normal,Normal,IL,40.50938,-88.959619,NULL,NULL,NULL,NULL
Innovations Design Academy,Canton,IL,40.558545,-90.033,NULL,NULL,NULL,NULL
Aveda Fredric's Institute-Indianapolis,Indianapolis,IN,39.908216,-86.066049,NULL,NULL,NULL,NULL
Summit Salon Academy,Anderson,IN,40.060996,-85.653588,NULL,NULL,NULL,NULL
Eric Fisher Academy,Wichita,KS,37.693713,-97.422011,NULL,NULL,NULL,NULL
My Le's Beauty College,Gretna,LA,29.902428,-90.029931,NULL,NULL,NULL,NULL
Blackstone Valley Vocational Regional School District,Upton,MA,42.16382,-71.616243,NULL,NULL,NULL,NULL
Southern Worcester County Regional Vocational School District,Charlton,MA,42.133623,-71.957564,NULL,NULL,NULL,NULL
L'esprit Academy,Canton,MI,42.321904,-83.457386,NULL,NULL,NULL,NULL
Marketti Academy of Cosmetology,Waterford,MI,42.683352,-83.374733,NULL,NULL,NULL,NULL
CenterPoint Massage & Shiatsu Therapy School & Clinic,St Louis Park,MN,44.939769,-93.347429,NULL,NULL,NULL,NULL
Avalon School of Cosmetology,Worthington,MN,43.631842,-95.602503,NULL,NULL,NULL,NULL
American Business and Technology University,St Joseph,MO,39.779095,-94.819797,NULL,NULL,NULL,NULL
City Vision University,Kansas City,MO,39.101164,-94.569475,NULL,NULL,5600,5600
Transformed Barber and Cosmetology Academy,Kansas City,MO,39.012818,-94.572912,NULL,NULL,NULL,NULL
Bitterroot School of Cosmetology,Hamilton,MT,46.273475,-114.159449,NULL,NULL,NULL,NULL
Montana Academy of Salons,Great Falls,MT,47.49941,-111.303922,NULL,NULL,NULL,NULL
National Career Institute,East Orange,NJ,40.76137,-74.222091,NULL,NULL,NULL,NULL
Toni & Guy Hairdressing Academy-Albuquerque,Albuquerque,NM,35.102306,-106.566537,NULL,NULL,NULL,NULL
International Academy of Style,Reno,NV,39.516281,-119.783208,NULL,NULL,NULL,NULL
EDP School,Brooklyn,NY,40.58605,-73.952901,NULL,NULL,NULL,NULL
New York Medical Career Training Center,Flushing,NY,40.762695,-73.831488,NULL,NULL,NULL,NULL
Institute of Culinary Education,New York,NY,40.712449,-74.015637,NULL,NULL,NULL,NULL
The Salon Professional Academy-Tonawanda,Tonawanda,NY,42.981584,-78.824364,NULL,NULL,NULL,NULL
Onondaga School of Therapeutic Massage-Syracuse,Syracuse,NY,43.0477,-76.140431,NULL,NULL,NULL,NULL
Academy of Cosmetology and Esthetics NYC,Staten Island,NY,40.573227,-74.114517,NULL,NULL,NULL,NULL
Finger Lakes School of Massage,Ithaca,NY,42.43935,-76.496181,NULL,NULL,NULL,NULL
Four County Career Center,Archbold,OH,41.452808,-84.303115,NULL,NULL,NULL,NULL
Elevate Salon Institute,Middleburg Heights,OH,41.375544,-81.791333,NULL,NULL,NULL,NULL
Summit Salon Academy-Perrysburg,Perrysburg,OH,41.54424,-83.620281,NULL,NULL,NULL,NULL
Portland Actors Conservatory,Portland,OR,45.500424,-122.670741,0,NULL,11900,11900
Somerset County Technology Center,Somerset,PA,40.00475,-79.029641,NULL,NULL,NULL,NULL
Metro Beauty Academy,Allentown,PA,40.56865,-75.555591,NULL,NULL,NULL,NULL
Academy for Careers and Technology,Mullins,SC,34.186433,-79.340157,NULL,NULL,NULL,NULL
Aiken School of Cosmetology and Barbering,Aiken,SC,33.559545,-81.71728,NULL,NULL,NULL,NULL
Love Beauty School Inc,Manchester,TN,35.488524,-86.093863,NULL,NULL,NULL,NULL
Professional Career Training Institute,Houston,TX,29.98109,-95.426197,NULL,NULL,NULL,NULL
Houston International College Cardiotech Ultrasound School,Houston,TX,29.675203,-95.592909,NULL,NULL,11200,11200
DuVall's School of Cosmetology,Bedford,TX,32.852275,-97.168105,NULL,NULL,NULL,NULL
Advanced Beauty College,Irving,TX,32.859493,-96.9927,NULL,NULL,NULL,NULL
Texas Beauty College,Haltom city,TX,32.826045,-97.265311,NULL,NULL,NULL,NULL
Avenue Five Institute,Austin,TX,30.369503,-97.728961,NULL,NULL,NULL,NULL
The Salon Professional Academy-Lewisville,Lewisville,TX,33.005024,-96.964907,NULL,NULL,NULL,NULL
Renaissance Academie,Provo,UT,40.25395,-111.665961,NULL,NULL,NULL,NULL
Bethel College,Hampton,VA,37.04127,-76.409526,NULL,NULL,8420,8420
Institute of Advanced Medical Esthetics,Ashland,VA,37.757885,-77.47441,NULL,NULL,NULL,NULL
Gary Manuel Aveda Institute,Seattle,WA,47.614618,-122.319055,NULL,NULL,NULL,NULL
Northwest School of Wooden Boat Building,Port Hadlock,WA,48.03413,-122.752588,NULL,NULL,14450,14450
The Salon Professional Academy-Onalaska,Onalaska,WI,43.87382,-91.19732,NULL,NULL,NULL,NULL
West Coast University-Orange County,Anaheim,CA,33.81104,-117.911811,0.9535,NULL,34835,34835
West Coast University-Ontario,Ontario,CA,34.066591,-117.590035,0.881,NULL,34835,34835
Midwest Technical Institute-East Peoria,East Peoria,IL,40.642287,-89.543531,NULL,NULL,NULL,NULL
Paul Mitchell the School-Chicago,Chicago,IL,41.866213,-87.646644,NULL,NULL,NULL,NULL
Dorsey School of Business-Waterford Pontiac,Pontiac,MI,42.643595,-83.324631,NULL,NULL,20772,20772
Platt College-Miller-Motte-Fayetteville,Fayetteville,NC,35.11096,-78.88167,NULL,NULL,NULL,NULL
European Massage Therapy School-Las Vegas,Las Vegas,NV,36.145445,-115.300577,NULL,NULL,NULL,NULL
Platt College-Miller-Motte Technical-Columbus,Columbus,GA,32.479997,-84.935912,NULL,NULL,NULL,NULL
Fortis College-Grand Prairie,Grand Prairie,TX,32.760636,-97.005122,NULL,NULL,NULL,NULL
The Art Institute of Virginia Beach,Virginia Beach,VA,36.842383,-76.131737,NULL,NULL,17496,17496
Bryant & Stratton College-Bayshore,Glendale,WI,43.118941,-87.9154,NULL,NULL,17565,17565
Fortis College-Indianapolis,Indianapolis,IN,39.9184,-86.223181,NULL,NULL,14674,14674
Empire Beauty School-E Memphis,Memphis,TN,35.115499,-89.90197,NULL,NULL,NULL,NULL
Empire Beauty School-Nashville,Brentwood,TN,35.967868,-86.814676,NULL,NULL,NULL,NULL
Empire Beauty School-Jackson,Jackson,TN,35.63694,-88.847611,NULL,NULL,NULL,NULL
Empire Beauty School-Springfield,Springfield,PA,39.93765,-75.349771,NULL,NULL,NULL,NULL
Empire Beauty School-Paramus,Paramus,NJ,40.912644,-74.043699,NULL,NULL,NULL,NULL
Empire Beauty School-Speedway,Speedway,IN,39.80055,-86.261512,NULL,NULL,NULL,NULL
Empire Beauty School-Morrow,Morrow,GA,33.564936,-84.32568,NULL,NULL,NULL,NULL
Strayer University-Arkansas,Little Rock,AR,34.74735,-92.396031,NULL,NULL,13380,13380
Strayer University-Georgia,Atlanta,GA,33.874236,-84.275624,NULL,NULL,13380,13380
Strayer University-Mississippi,Jackson,MS,32.300562,-90.188097,NULL,NULL,13380,13380
Strayer University-South Carolina,Greenville,SC,34.85654,-82.357811,NULL,NULL,13380,13380
Strayer University-Texas,Austin,TX,30.371175,-97.73985,NULL,NULL,13380,13380
The Art Institute of San Antonio,San Antonio,TX,29.532925,-98.56556,NULL,NULL,17568,17568
Empire Beauty School-S Memphis,Memphis,TN,35.10972,-89.945739,NULL,NULL,NULL,NULL
Empire Beauty School-Charlotte,Charlotte,NC,35.25855,-80.7837,NULL,NULL,NULL,NULL
Empire Beauty School-E Greensboro,Greensboro,NC,36.08758,-79.759461,NULL,NULL,NULL,NULL
Empire Beauty School-Winston-Salem,Winston-Salem,NC,36.152612,-80.282751,NULL,NULL,NULL,NULL
Empire Beauty School-West Palm,West Palm Beach,FL,26.705541,-80.107401,NULL,NULL,NULL,NULL
Empire Beauty School-Pineville,Charlotte,NC,35.089864,-80.865367,NULL,NULL,NULL,NULL
Virginia Polytechnic Institute & State University,Roanoke,VA,37.257489,-79.942599,NULL,NULL,NULL,NULL
Bryant & Stratton College-Hampton,Hampton,VA,37.044229,-76.39185,NULL,NULL,17460,17460
Paul Mitchell the School-Phoenix,Phoenix,AZ,33.523667,-112.133047,NULL,NULL,NULL,NULL
All Beauty College,Fort Mohave,AZ,35.021355,-114.600955,NULL,NULL,NULL,NULL
Trinity School of Health and Allied Sciences,Gardena,CA,33.858729,-118.298733,NULL,NULL,NULL,NULL
Paul Mitchell the School-Modesto,Modesto,CA,37.68301,-120.993745,NULL,NULL,NULL,NULL
Cosmo Beauty Academy,Sacramento,CA,38.62883,-121.401027,NULL,NULL,NULL,NULL
Paul Mitchell the School-Fresno,Fresno,CA,36.809778,-119.782437,NULL,NULL,NULL,NULL
Unitek College,Fremont,CA,37.50904,-121.961761,NULL,NULL,33559,33559
Gurnick Academy of Medical Arts,San Mateo,CA,37.547377,-122.307618,NULL,NULL,NULL,NULL
Paul Mitchell the School-East Bay,Pleasant Hill,CA,37.94492,-122.061226,NULL,NULL,NULL,NULL
South University-Richmond,Glen Allen,VA,37.64706,-77.599967,NULL,NULL,17014,17014
South University-Virginia Beach,Virginia Beach,VA,36.8336,-76.124288,NULL,NULL,17014,17014
Aveda Institute-Denver,Denver,CO,39.745214,-104.992758,NULL,NULL,NULL,NULL
Paul Mitchell the School-Colorado Springs,Colorado Springs,CO,38.832889,-104.828339,NULL,NULL,NULL,NULL
The Salon Professional Academy-Colorado Springs,Colorado Springs,CO,38.896966,-104.750884,NULL,NULL,NULL,NULL
